state,response,coverage,education,employmentstatus,gender,location_code,marital_status,policy_type,sales_channel,vehicle_class,vehicle_size,policy_level,renew_offer_type_numeric
Washington,Yes,Extended,Bachelor,Employed,F,Suburban,Married,Corporate,Agent,Four-Door Car,Small,1,2
California,No,Basic,High School or Below,Employed,F,Rural,Married,Personal,Web,Four-Door Car,Medsize,3,2
Oregon,No,Premium,Bachelor,Employed,M,Suburban,Married,Personal,Branch,Four-Door Car,Medsize,3,1
Oregon,No,Basic,College,Employed,M,Urban,Single,Corporate,Agent,Four-Door Car,Medsize,1,3
Oregon,No,Basic,College,Employed,F,Rural,Married,Personal,Branch,SUV,Large,3,2
Arizona,No,Basic,Bachelor,Employed,F,Suburban,Divorced,Personal,Branch,Two-Door Car,Medsize,2,3
Washington,No,Basic,Bachelor,Employed,F,Urban,Single,Corporate,Call Center,Two-Door Car,Large,1,3
Nevada,Yes,Extended,Master,Employed,F,Rural,Married,Corporate,Branch,Four-Door Car,Large,3,1
Oregon,No,Basic,Bachelor,Unemployed,F,Suburban,Single,Personal,Web,SUV,Small,2,3
Oregon,No,Basic,College,Employed,M,Suburban,Married,Corporate,Web,Four-Door Car,Medsize,1,2
Arizona,No,Basic,Master,Employed,F,Rural,Married,Personal,Web,Two-Door Car,Medsize,2,1
Oregon,No,Basic,Master,Unemployed,F,Suburban,Divorced,Personal,Agent,Four-Door Car,Large,2,2
Oregon,No,Basic,High School or Below,Unemployed,F,Suburban,Married,Corporate,Agent,Four-Door Car,Small,3,4
Oregon,No,Extended,Bachelor,Employed,F,Rural,Married,Personal,Call Center,Four-Door Car,Medsize,3,2
Arizona,Yes,Extended,Bachelor,Employed,F,Urban,Divorced,Corporate,Web,Four-Door Car,Medsize,3,2
Oregon,No,Extended,High School or Below,Employed,M,Suburban,Divorced,Personal,Agent,Four-Door Car,Medsize,3,1
California,Yes,Basic,Bachelor,Retired,F,Suburban,Single,Corporate,Branch,Four-Door Car,Medsize,1,1
Nevada,No,Extended,College,Employed,M,Suburban,Divorced,Personal,Agent,Four-Door Car,Small,1,1
Oregon,No,Extended,College,Unemployed,F,Suburban,Married,Personal,Web,Four-Door Car,Medsize,1,1
California,No,Extended,High School or Below,Unemployed,M,Suburban,Single,Personal,Call Center,SUV,Medsize,3,1
Oregon,No,Extended,High School or Below,Unemployed,M,Suburban,Married,Personal,Agent,Four-Door Car,Medsize,2,3
Arizona,No,Basic,Bachelor,Employed,M,Suburban,Divorced,Personal,Agent,Four-Door Car,Small,1,1
Oregon,No,Extended,Doctor,Unemployed,M,Suburban,Married,Special,Agent,Sports Car,Medsize,2,1
Arizona,No,Extended,Master,Employed,F,Suburban,Single,Personal,Call Center,Four-Door Car,Medsize,3,2
Arizona,No,Extended,High School or Below,Employed,M,Suburban,Married,Personal,Agent,SUV,Medsize,1,4
Nevada,No,Premium,Bachelor,Employed,M,Rural,Divorced,Personal,Call Center,SUV,Medsize,3,1
California,No,Extended,Master,Employed,F,Suburban,Single,Personal,Call Center,Two-Door Car,Small,3,3
Oregon,No,Basic,Master,Employed,F,Suburban,Married,Personal,Branch,Two-Door Car,Medsize,1,1
Arizona,Yes,Basic,College,Employed,M,Suburban,Married,Personal,Web,Four-Door Car,Medsize,3,2
California,No,Basic,College,Employed,M,Suburban,Married,Personal,Branch,Sports Car,Small,1,3
Washington,No,Basic,High School or Below,Employed,F,Urban,Married,Corporate,Agent,SUV,Medsize,1,1
Nevada,No,Basic,Bachelor,Unemployed,M,Suburban,Single,Corporate,Call Center,Four-Door Car,Medsize,1,3
California,No,Basic,Bachelor,Employed,M,Suburban,Divorced,Personal,Agent,Four-Door Car,Small,3,2
California,No,Basic,Bachelor,Employed,F,Suburban,Married,Corporate,Branch,Four-Door Car,Medsize,3,3
Arizona,Yes,Extended,College,Employed,F,Rural,Divorced,Personal,Agent,Four-Door Car,Medsize,3,2
Oregon,No,Extended,College,Retired,F,Suburban,Single,Personal,Web,Four-Door Car,Large,3,4
California,No,Basic,College,Unemployed,M,Suburban,Single,Personal,Call Center,Four-Door Car,Medsize,3,3
California,No,Basic,College,Unemployed,M,Suburban,Married,Personal,Branch,SUV,Small,2,1
Nevada,No,Basic,Bachelor,Employed,F,Rural,Married,Personal,Branch,Four-Door Car,Medsize,3,2
California,No,Extended,High School or Below,Employed,F,Suburban,Married,Personal,Agent,Four-Door Car,Small,2,3
California,No,Premium,High School or Below,Unemployed,F,Suburban,Married,Personal,Call Center,Luxury Car,Medsize,3,1
Oregon,No,Basic,College,Employed,F,Rural,Married,Personal,Branch,Two-Door Car,Medsize,3,1
Oregon,No,Extended,Bachelor,Employed,M,Urban,Married,Corporate,Call Center,Two-Door Car,Medsize,3,4
Oregon,No,Extended,High School or Below,Employed,F,Urban,Married,Personal,Agent,Four-Door Car,Medsize,2,1
Washington,No,Extended,Bachelor,Employed,F,Rural,Married,Personal,Branch,Two-Door Car,Large,3,2
California,No,Basic,High School or Below,Employed,M,Suburban,Married,Special,Branch,Sports Car,Small,2,4
California,No,Basic,College,Unemployed,F,Rural,Divorced,Special,Branch,Four-Door Car,Medsize,3,1
Arizona,No,Premium,Bachelor,Disabled,M,Suburban,Single,Personal,Branch,Four-Door Car,Medsize,3,1
Oregon,No,Basic,Bachelor,Employed,F,Rural,Married,Personal,Agent,Sports Car,Medsize,3,3
Washington,No,Extended,Bachelor,Unemployed,F,Suburban,Single,Corporate,Agent,Four-Door Car,Large,3,4
Oregon,No,Premium,Bachelor,Employed,F,Rural,Married,Personal,Branch,Four-Door Car,Medsize,1,3
California,No,Basic,High School or Below,Employed,F,Urban,Married,Personal,Agent,Four-Door Car,Medsize,3,4
Oregon,Yes,Premium,High School or Below,Employed,F,Suburban,Divorced,Personal,Call Center,Four-Door Car,Medsize,3,1
Oregon,No,Extended,High School or Below,Employed,F,Rural,Married,Personal,Call Center,SUV,Small,2,2
Arizona,No,Basic,Bachelor,Employed,F,Urban,Married,Personal,Web,Four-Door Car,Small,1,1
California,No,Extended,Doctor,Employed,M,Urban,Married,Personal,Branch,Two-Door Car,Medsize,3,2
Arizona,No,Basic,High School or Below,Employed,M,Suburban,Divorced,Personal,Branch,Four-Door Car,Medsize,3,1
Arizona,Yes,Basic,College,Unemployed,F,Suburban,Divorced,Personal,Agent,SUV,Medsize,1,1
Nevada,No,Extended,Master,Employed,F,Urban,Married,Special,Branch,Four-Door Car,Large,3,4
Nevada,No,Basic,Master,Employed,F,Rural,Married,Personal,Branch,Four-Door Car,Medsize,2,4
Arizona,No,Basic,Bachelor,Employed,F,Suburban,Married,Corporate,Agent,Two-Door Car,Medsize,3,2
Oregon,Yes,Basic,Bachelor,Employed,M,Urban,Divorced,Personal,Agent,Two-Door Car,Medsize,3,1
California,No,Basic,Doctor,Disabled,F,Suburban,Married,Personal,Call Center,Four-Door Car,Medsize,1,2
Arizona,No,Extended,College,Employed,M,Suburban,Single,Personal,Call Center,Two-Door Car,Medsize,1,2
Oregon,No,Basic,Bachelor,Unemployed,M,Suburban,Single,Corporate,Call Center,SUV,Medsize,2,2
Oregon,No,Extended,College,Employed,M,Suburban,Married,Personal,Agent,Four-Door Car,Small,3,1
California,No,Extended,Bachelor,Unemployed,F,Urban,Married,Personal,Web,SUV,Medsize,2,1
Arizona,Yes,Basic,High School or Below,Retired,F,Suburban,Divorced,Personal,Branch,Four-Door Car,Medsize,1,1
California,No,Extended,Bachelor,Employed,M,Urban,Single,Corporate,Branch,Two-Door Car,Medsize,3,3
California,No,Basic,Doctor,Unemployed,F,Suburban,Married,Corporate,Branch,Four-Door Car,Large,3,4
Washington,No,Basic,High School or Below,Employed,M,Suburban,Married,Personal,Call Center,Four-Door Car,Small,2,2
California,No,Basic,High School or Below,Medical Leave,M,Suburban,Married,Special,Branch,Four-Door Car,Medsize,2,2
Arizona,Yes,Basic,High School or Below,Employed,F,Suburban,Married,Personal,Agent,Sports Car,Medsize,3,2
Washington,No,Premium,College,Employed,F,Suburban,Married,Personal,Branch,Luxury Car,Medsize,2,1
California,No,Basic,High School or Below,Employed,M,Urban,Divorced,Corporate,Branch,Four-Door Car,Medsize,3,2
California,No,Basic,Bachelor,Employed,F,Suburban,Married,Personal,Agent,Four-Door Car,Medsize,3,1
Oregon,Yes,Premium,College,Employed,M,Suburban,Married,Personal,Branch,Four-Door Car,Medsize,1,2
Washington,Yes,Basic,College,Employed,M,Suburban,Married,Personal,Call Center,SUV,Medsize,2,2
Oregon,No,Basic,Bachelor,Employed,F,Suburban,Married,Personal,Branch,Two-Door Car,Small,3,2
Oregon,No,Premium,College,Unemployed,M,Suburban,Single,Personal,Call Center,Four-Door Car,Medsize,2,3
California,No,Basic,Bachelor,Employed,M,Rural,Divorced,Personal,Branch,Four-Door Car,Medsize,3,1
Nevada,No,Basic,Master,Employed,M,Suburban,Divorced,Personal,Branch,Luxury Car,Large,1,4
Arizona,No,Extended,High School or Below,Employed,F,Urban,Divorced,Special,Branch,Four-Door Car,Medsize,1,1
Arizona,No,Basic,Bachelor,Employed,M,Rural,Single,Personal,Call Center,Four-Door Car,Medsize,3,1
Arizona,No,Basic,Bachelor,Unemployed,M,Suburban,Single,Personal,Agent,Two-Door Car,Medsize,2,2
Oregon,No,Premium,Bachelor,Unemployed,F,Suburban,Single,Personal,Agent,Four-Door Car,Small,3,2
Oregon,No,Extended,College,Unemployed,F,Suburban,Married,Personal,Branch,SUV,Medsize,3,1
Arizona,No,Basic,Bachelor,Medical Leave,F,Suburban,Married,Personal,Call Center,Four-Door Car,Large,3,1
California,No,Extended,College,Employed,M,Urban,Single,Personal,Call Center,Four-Door Car,Medsize,1,3
Washington,No,Basic,College,Unemployed,F,Suburban,Single,Personal,Call Center,SUV,Medsize,3,1
Oregon,No,Basic,Bachelor,Unemployed,M,Suburban,Single,Personal,Branch,Luxury SUV,Medsize,3,3
California,No,Extended,College,Employed,F,Rural,Married,Corporate,Branch,Two-Door Car,Small,2,2
Oregon,No,Basic,Master,Employed,F,Rural,Married,Personal,Agent,Two-Door Car,Medsize,3,1
Arizona,No,Basic,Bachelor,Employed,F,Suburban,Married,Personal,Call Center,SUV,Medsize,3,4
California,No,Premium,Doctor,Employed,M,Suburban,Single,Corporate,Agent,Four-Door Car,Medsize,3,1
California,No,Basic,Master,Employed,M,Rural,Single,Personal,Agent,SUV,Medsize,2,2
Arizona,No,Basic,College,Employed,F,Suburban,Single,Personal,Agent,Luxury SUV,Small,2,1
Washington,No,Basic,High School or Below,Unemployed,M,Suburban,Single,Personal,Agent,Four-Door Car,Medsize,2,1
Nevada,No,Extended,College,Employed,M,Urban,Married,Personal,Web,Two-Door Car,Medsize,3,2
Washington,Yes,Basic,College,Retired,F,Suburban,Married,Personal,Branch,Two-Door Car,Large,3,2
Oregon,No,Basic,Bachelor,Employed,M,Suburban,Married,Personal,Agent,Four-Door Car,Small,3,2
Oregon,No,Basic,High School or Below,Disabled,F,Suburban,Married,Personal,Branch,Two-Door Car,Small,3,1
California,No,Extended,Bachelor,Unemployed,M,Suburban,Married,Personal,Agent,Four-Door Car,Medsize,3,1
Oregon,No,Basic,Bachelor,Employed,F,Suburban,Married,Corporate,Call Center,Two-Door Car,Small,2,4
Oregon,No,Basic,Bachelor,Medical Leave,F,Suburban,Married,Personal,Call Center,Sports Car,Large,3,1
Oregon,No,Extended,High School or Below,Retired,M,Suburban,Single,Personal,Web,Four-Door Car,Small,3,3
Arizona,Yes,Basic,High School or Below,Unemployed,F,Suburban,Divorced,Personal,Agent,Four-Door Car,Medsize,3,2
California,No,Extended,High School or Below,Unemployed,M,Suburban,Single,Special,Agent,Four-Door Car,Medsize,3,2
California,Yes,Basic,Bachelor,Retired,M,Suburban,Divorced,Personal,Branch,SUV,Medsize,3,1
Oregon,No,Extended,Bachelor,Unemployed,F,Suburban,Single,Personal,Branch,Four-Door Car,Medsize,3,1
Nevada,No,Basic,Doctor,Employed,F,Urban,Married,Personal,Branch,Four-Door Car,Medsize,3,2
Oregon,No,Extended,Master,Disabled,M,Urban,Single,Corporate,Agent,Four-Door Car,Medsize,1,4
Nevada,No,Basic,Master,Employed,M,Urban,Divorced,Personal,Call Center,Four-Door Car,Medsize,3,1
Oregon,No,Basic,Bachelor,Employed,M,Suburban,Married,Personal,Agent,Luxury SUV,Medsize,3,2
Oregon,No,Basic,High School or Below,Employed,F,Urban,Married,Personal,Agent,Four-Door Car,Medsize,3,1
Nevada,No,Basic,Bachelor,Employed,M,Suburban,Single,Personal,Branch,SUV,Medsize,3,1
California,Yes,Extended,High School or Below,Employed,M,Suburban,Married,Personal,Agent,Two-Door Car,Medsize,3,2
Oregon,No,Basic,College,Unemployed,F,Suburban,Divorced,Personal,Branch,Four-Door Car,Small,3,3
Oregon,No,Basic,College,Unemployed,M,Suburban,Single,Personal,Call Center,Four-Door Car,Medsize,3,3
Nevada,Yes,Premium,Bachelor,Employed,F,Rural,Divorced,Personal,Agent,Four-Door Car,Medsize,1,2
Oregon,No,Extended,High School or Below,Employed,M,Rural,Single,Personal,Web,Four-Door Car,Medsize,3,2
Oregon,No,Basic,College,Employed,M,Suburban,Married,Personal,Branch,SUV,Small,3,3
California,No,Basic,Doctor,Employed,F,Rural,Married,Corporate,Branch,Four-Door Car,Medsize,3,2
Nevada,No,Basic,Bachelor,Employed,F,Suburban,Married,Personal,Branch,Luxury Car,Medsize,3,1
Oregon,Yes,Basic,Master,Employed,M,Suburban,Married,Special,Web,Two-Door Car,Small,2,3
California,No,Basic,High School or Below,Unemployed,M,Suburban,Single,Personal,Web,Two-Door Car,Small,3,4
Arizona,No,Basic,College,Medical Leave,M,Suburban,Married,Personal,Branch,SUV,Medsize,1,1
California,No,Basic,Master,Employed,M,Rural,Divorced,Personal,Agent,Four-Door Car,Large,2,4
Arizona,Yes,Extended,High School or Below,Retired,F,Suburban,Divorced,Personal,Agent,Four-Door Car,Large,3,1
California,No,Basic,Bachelor,Employed,M,Rural,Married,Personal,Call Center,Four-Door Car,Large,2,2
Nevada,No,Basic,Bachelor,Employed,F,Urban,Married,Personal,Branch,Luxury Car,Medsize,2,2
Arizona,No,Extended,High School or Below,Employed,M,Suburban,Married,Corporate,Branch,Luxury Car,Small,1,3
Oregon,No,Basic,Master,Employed,F,Urban,Married,Personal,Call Center,Two-Door Car,Medsize,2,3
Arizona,No,Premium,High School or Below,Unemployed,M,Suburban,Married,Personal,Branch,Four-Door Car,Medsize,3,3
Nevada,Yes,Basic,College,Employed,M,Suburban,Divorced,Personal,Agent,Two-Door Car,Medsize,3,1
Arizona,Yes,Basic,Bachelor,Employed,M,Urban,Married,Corporate,Agent,Four-Door Car,Medsize,1,2
Arizona,No,Basic,Bachelor,Employed,M,Suburban,Divorced,Personal,Call Center,Four-Door Car,Medsize,3,4
California,No,Extended,Bachelor,Employed,F,Rural,Married,Special,Branch,SUV,Medsize,2,3
Washington,No,Basic,High School or Below,Employed,M,Suburban,Divorced,Personal,Agent,Four-Door Car,Medsize,3,1
Arizona,No,Basic,Bachelor,Unemployed,F,Urban,Married,Personal,Web,Luxury SUV,Small,2,1
California,Yes,Extended,Bachelor,Unemployed,F,Suburban,Divorced,Corporate,Call Center,SUV,Medsize,2,1
California,Yes,Premium,College,Unemployed,M,Suburban,Married,Personal,Branch,Four-Door Car,Large,2,1
California,Yes,Basic,Bachelor,Employed,F,Urban,Married,Personal,Agent,Four-Door Car,Medsize,2,2
Washington,No,Basic,High School or Below,Employed,F,Suburban,Married,Special,Web,SUV,Small,3,4
Arizona,No,Basic,College,Employed,M,Suburban,Married,Personal,Agent,Four-Door Car,Small,2,4
Arizona,No,Extended,Bachelor,Employed,M,Urban,Married,Personal,Call Center,SUV,Medsize,1,1
California,No,Extended,Bachelor,Unemployed,M,Suburban,Single,Personal,Branch,SUV,Small,3,1
California,No,Basic,High School or Below,Employed,F,Suburban,Married,Corporate,Agent,Four-Door Car,Small,2,2
Arizona,No,Basic,College,Employed,F,Urban,Married,Special,Branch,Two-Door Car,Medsize,2,3
California,No,Basic,High School or Below,Employed,F,Urban,Married,Personal,Agent,Four-Door Car,Medsize,2,1
Oregon,No,Basic,High School or Below,Unemployed,M,Suburban,Married,Special,Agent,SUV,Medsize,2,2
Oregon,No,Extended,Master,Medical Leave,F,Rural,Married,Personal,Agent,Four-Door Car,Medsize,3,1
Oregon,No,Extended,High School or Below,Unemployed,M,Suburban,Single,Personal,Agent,Two-Door Car,Large,2,3
Oregon,No,Extended,Bachelor,Employed,M,Rural,Single,Personal,Web,Two-Door Car,Large,3,2
Oregon,No,Extended,Bachelor,Employed,F,Rural,Divorced,Personal,Web,Four-Door Car,Small,1,2
California,No,Basic,College,Retired,F,Suburban,Married,Special,Agent,Two-Door Car,Medsize,3,2
California,Yes,Extended,Bachelor,Retired,F,Suburban,Single,Corporate,Agent,SUV,Medsize,1,1
Oregon,No,Basic,College,Employed,F,Suburban,Single,Personal,Web,SUV,Medsize,3,2
Arizona,No,Basic,High School or Below,Unemployed,M,Suburban,Divorced,Personal,Call Center,Four-Door Car,Small,3,1
Oregon,No,Extended,College,Employed,F,Urban,Married,Corporate,Call Center,Four-Door Car,Medsize,3,4
Oregon,No,Basic,College,Employed,M,Suburban,Married,Personal,Agent,Four-Door Car,Medsize,3,4
California,No,Basic,College,Employed,M,Rural,Married,Personal,Agent,Sports Car,Medsize,3,2
Oregon,No,Premium,Bachelor,Unemployed,M,Suburban,Married,Personal,Call Center,SUV,Medsize,3,1
Oregon,No,Basic,Doctor,Retired,M,Suburban,Divorced,Personal,Branch,Four-Door Car,Small,1,3
Arizona,No,Basic,High School or Below,Employed,F,Rural,Married,Corporate,Branch,Sports Car,Medsize,1,1
California,Yes,Extended,Doctor,Unemployed,F,Suburban,Married,Personal,Agent,Four-Door Car,Medsize,3,1
Oregon,No,Basic,Master,Unemployed,F,Rural,Single,Special,Agent,Sports Car,Medsize,2,1
California,No,Extended,College,Unemployed,M,Suburban,Divorced,Special,Branch,Four-Door Car,Medsize,2,1
Oregon,No,Extended,High School or Below,Unemployed,F,Suburban,Single,Personal,Call Center,Four-Door Car,Medsize,2,3
California,No,Basic,College,Medical Leave,F,Rural,Married,Personal,Web,Four-Door Car,Medsize,2,1
Oregon,No,Premium,High School or Below,Medical Leave,M,Suburban,Married,Personal,Agent,Two-Door Car,Medsize,2,1
Oregon,No,Premium,Bachelor,Employed,M,Rural,Married,Corporate,Web,Four-Door Car,Medsize,3,3
Arizona,Yes,Extended,College,Employed,F,Rural,Married,Corporate,Call Center,Two-Door Car,Small,2,2
California,Yes,Extended,Master,Unemployed,F,Suburban,Single,Corporate,Branch,Sports Car,Medsize,2,1
Nevada,No,Basic,High School or Below,Medical Leave,F,Suburban,Married,Personal,Web,Two-Door Car,Small,3,1
Nevada,No,Basic,Bachelor,Employed,F,Rural,Married,Corporate,Branch,Four-Door Car,Medsize,2,1
Oregon,Yes,Basic,College,Employed,M,Urban,Married,Personal,Web,Four-Door Car,Medsize,2,2
Arizona,No,Extended,College,Employed,F,Suburban,Divorced,Personal,Web,Four-Door Car,Medsize,3,1
Washington,No,Basic,College,Unemployed,F,Suburban,Single,Personal,Agent,SUV,Medsize,1,1
Arizona,Yes,Extended,Doctor,Employed,M,Suburban,Married,Personal,Branch,Two-Door Car,Medsize,3,1
Arizona,No,Basic,High School or Below,Employed,F,Rural,Married,Personal,Call Center,Four-Door Car,Medsize,3,3
California,No,Extended,College,Employed,F,Rural,Married,Personal,Agent,Two-Door Car,Medsize,3,1
California,Yes,Extended,High School or Below,Employed,M,Suburban,Married,Personal,Call Center,Two-Door Car,Large,3,2
Oregon,Yes,Premium,High School or Below,Employed,F,Suburban,Married,Personal,Call Center,Two-Door Car,Small,3,2
Nevada,No,Basic,High School or Below,Employed,F,Suburban,Married,Personal,Agent,SUV,Medsize,2,3
California,No,Basic,Master,Employed,M,Rural,Divorced,Personal,Agent,Two-Door Car,Medsize,3,3
California,No,Basic,College,Employed,M,Rural,Married,Corporate,Web,Two-Door Car,Large,1,2
Oregon,Yes,Basic,College,Employed,M,Urban,Single,Personal,Agent,Four-Door Car,Medsize,2,2
California,No,Basic,Bachelor,Employed,F,Urban,Married,Special,Branch,SUV,Large,3,3
Oregon,No,Extended,High School or Below,Medical Leave,F,Suburban,Married,Personal,Call Center,Four-Door Car,Medsize,3,1
California,No,Basic,Bachelor,Employed,M,Rural,Married,Personal,Call Center,Four-Door Car,Small,3,1
Arizona,No,Basic,College,Unemployed,M,Suburban,Single,Personal,Branch,Luxury SUV,Small,3,1
Oregon,No,Extended,High School or Below,Employed,F,Suburban,Married,Corporate,Agent,Four-Door Car,Small,3,3
California,No,Basic,Bachelor,Employed,M,Urban,Divorced,Corporate,Call Center,SUV,Medsize,3,1
Arizona,No,Extended,Bachelor,Employed,F,Rural,Divorced,Personal,Agent,Four-Door Car,Small,3,1
California,No,Extended,Bachelor,Employed,F,Rural,Married,Personal,Call Center,Four-Door Car,Small,3,2
Oregon,No,Extended,Bachelor,Unemployed,M,Suburban,Single,Personal,Agent,Two-Door Car,Medsize,3,1
Arizona,No,Basic,Bachelor,Employed,F,Rural,Married,Corporate,Call Center,Two-Door Car,Small,3,2
Nevada,Yes,Extended,High School or Below,Employed,F,Suburban,Divorced,Personal,Agent,Four-Door Car,Medsize,2,2
Arizona,No,Basic,Bachelor,Employed,F,Suburban,Married,Personal,Web,Four-Door Car,Large,3,2
Oregon,No,Basic,Bachelor,Medical Leave,F,Suburban,Single,Personal,Call Center,Four-Door Car,Medsize,3,1
California,No,Basic,High School or Below,Unemployed,F,Suburban,Single,Personal,Branch,Two-Door Car,Small,2,1
Oregon,No,Basic,High School or Below,Employed,M,Rural,Married,Personal,Call Center,Four-Door Car,Medsize,3,2
Arizona,Yes,Basic,High School or Below,Employed,F,Suburban,Single,Corporate,Call Center,Four-Door Car,Medsize,2,2
California,No,Extended,Bachelor,Employed,F,Suburban,Married,Personal,Web,Four-Door Car,Small,2,3
Oregon,No,Extended,High School or Below,Employed,F,Suburban,Single,Personal,Agent,Two-Door Car,Small,3,2
Oregon,No,Basic,Master,Employed,F,Suburban,Married,Personal,Branch,Four-Door Car,Medsize,3,3
Oregon,No,Basic,High School or Below,Employed,F,Suburban,Single,Corporate,Branch,Four-Door Car,Small,2,2
Arizona,No,Basic,Bachelor,Employed,M,Urban,Married,Corporate,Web,Four-Door Car,Medsize,2,2
Arizona,No,Basic,High School or Below,Retired,M,Suburban,Divorced,Personal,Agent,SUV,Medsize,2,2
California,No,Extended,College,Employed,F,Rural,Divorced,Personal,Branch,Four-Door Car,Large,3,4
California,No,Basic,High School or Below,Disabled,M,Suburban,Single,Personal,Branch,Four-Door Car,Medsize,3,1
Arizona,No,Basic,High School or Below,Unemployed,M,Suburban,Single,Personal,Branch,Four-Door Car,Small,3,4
California,No,Basic,Bachelor,Employed,F,Rural,Married,Personal,Web,Two-Door Car,Medsize,3,3
Oregon,Yes,Extended,College,Unemployed,F,Suburban,Divorced,Personal,Agent,Four-Door Car,Medsize,3,2
Oregon,Yes,Basic,Master,Employed,F,Suburban,Divorced,Personal,Branch,SUV,Medsize,1,2
Oregon,Yes,Premium,High School or Below,Employed,M,Suburban,Single,Personal,Agent,Four-Door Car,Medsize,2,1
California,No,Basic,College,Disabled,F,Suburban,Married,Personal,Agent,Four-Door Car,Medsize,2,1
Arizona,No,Basic,Bachelor,Employed,M,Urban,Married,Corporate,Web,Four-Door Car,Medsize,1,2
Arizona,No,Extended,College,Employed,F,Suburban,Married,Personal,Web,Luxury SUV,Small,3,4
Oregon,No,Basic,Bachelor,Employed,F,Suburban,Married,Personal,Branch,SUV,Small,2,3
Oregon,No,Basic,Bachelor,Employed,F,Suburban,Married,Personal,Agent,Four-Door Car,Medsize,1,3
Arizona,No,Basic,High School or Below,Employed,F,Urban,Married,Personal,Agent,SUV,Small,2,3
California,No,Basic,High School or Below,Employed,M,Suburban,Married,Corporate,Agent,Four-Door Car,Small,2,4
Oregon,No,Extended,College,Employed,F,Rural,Married,Personal,Agent,Four-Door Car,Medsize,3,1
Oregon,No,Basic,High School or Below,Employed,M,Suburban,Married,Personal,Web,SUV,Medsize,3,4
California,No,Extended,College,Employed,M,Urban,Married,Personal,Call Center,Four-Door Car,Medsize,3,1
Oregon,No,Basic,College,Employed,F,Rural,Divorced,Corporate,Branch,Two-Door Car,Medsize,3,1
Arizona,No,Basic,High School or Below,Employed,M,Rural,Married,Personal,Call Center,Two-Door Car,Medsize,3,2
Washington,No,Basic,College,Employed,M,Suburban,Married,Personal,Branch,Four-Door Car,Medsize,2,2
Arizona,No,Extended,Bachelor,Employed,F,Suburban,Divorced,Personal,Branch,Four-Door Car,Medsize,3,3
Washington,No,Basic,Bachelor,Employed,F,Rural,Married,Personal,Agent,SUV,Medsize,1,1
Oregon,No,Basic,College,Unemployed,M,Suburban,Single,Personal,Call Center,Two-Door Car,Medsize,3,2
Arizona,No,Extended,High School or Below,Medical Leave,M,Suburban,Married,Personal,Call Center,Four-Door Car,Medsize,2,1
Nevada,No,Extended,High School or Below,Unemployed,F,Suburban,Single,Personal,Branch,Four-Door Car,Medsize,3,2
California,Yes,Basic,High School or Below,Retired,F,Suburban,Divorced,Personal,Branch,Four-Door Car,Medsize,2,1
Arizona,No,Basic,Master,Employed,M,Urban,Divorced,Personal,Branch,Two-Door Car,Medsize,2,4
California,Yes,Basic,Bachelor,Disabled,F,Suburban,Divorced,Personal,Web,Four-Door Car,Medsize,2,1
Oregon,No,Basic,College,Employed,F,Urban,Single,Personal,Web,SUV,Medsize,3,3
Washington,No,Premium,Master,Unemployed,M,Suburban,Divorced,Personal,Branch,Four-Door Car,Medsize,2,3
Oregon,No,Extended,College,Employed,M,Rural,Married,Special,Branch,SUV,Medsize,3,3
Nevada,No,Extended,Bachelor,Unemployed,F,Suburban,Divorced,Corporate,Web,Four-Door Car,Small,2,1
California,No,Extended,Bachelor,Employed,M,Suburban,Married,Personal,Branch,Four-Door Car,Medsize,3,3
Washington,No,Premium,Bachelor,Employed,F,Urban,Single,Personal,Branch,Four-Door Car,Medsize,2,1
Nevada,No,Premium,High School or Below,Unemployed,F,Suburban,Single,Personal,Agent,Four-Door Car,Medsize,3,2
California,No,Basic,Bachelor,Employed,F,Suburban,Married,Personal,Agent,SUV,Medsize,3,2
California,Yes,Extended,High School or Below,Employed,M,Suburban,Married,Personal,Agent,Two-Door Car,Medsize,1,2
Arizona,No,Premium,Doctor,Employed,M,Suburban,Married,Personal,Branch,Four-Door Car,Medsize,1,1
California,Yes,Basic,Bachelor,Employed,M,Suburban,Divorced,Personal,Branch,Two-Door Car,Medsize,1,2
Oregon,No,Basic,High School or Below,Employed,M,Rural,Married,Personal,Branch,Four-Door Car,Medsize,3,2
California,No,Basic,College,Employed,F,Suburban,Married,Personal,Web,Four-Door Car,Medsize,3,2
California,No,Basic,College,Unemployed,M,Suburban,Single,Personal,Branch,Two-Door Car,Small,1,1
Oregon,No,Extended,Bachelor,Employed,F,Suburban,Single,Personal,Agent,Two-Door Car,Medsize,2,4
California,No,Basic,Bachelor,Employed,F,Urban,Married,Personal,Web,Four-Door Car,Small,2,2
California,No,Basic,Doctor,Employed,M,Suburban,Divorced,Personal,Call Center,Four-Door Car,Medsize,2,3
Oregon,No,Basic,Bachelor,Employed,F,Urban,Married,Personal,Call Center,Four-Door Car,Medsize,3,1
California,No,Basic,High School or Below,Unemployed,M,Suburban,Single,Special,Agent,SUV,Large,3,1
Oregon,No,Basic,College,Employed,M,Urban,Married,Corporate,Web,Four-Door Car,Medsize,2,2
Arizona,No,Basic,Bachelor,Employed,M,Rural,Married,Personal,Call Center,Four-Door Car,Large,3,1
Arizona,No,Basic,Doctor,Unemployed,F,Suburban,Divorced,Personal,Agent,Four-Door Car,Small,2,4
